中文名,英文名,概念名,模块,来源,引用次数,官方定义链接
工步,Workingstep,workingstep,,ap238,0,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workingstep
工件,Workpiece,workpiece,,ap238,5,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workpiece
工件完整探测,Workpiece_complete_probing,workpiece_complete_probing,,ap238,0,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workpiece_complete_probing
工件探测,Workpiece_probing,workpiece_probing,,ap238,0,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workpiece_probing
工件设置,Workpiece_setup,workpiece_setup,,ap238,0,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workpiece_setup
工作计划,Workplan,workplan,,ap238,1,https://stepmfg.github.io/ap238/data/clause4.htm#ao-workplan
活动,Activity,activity,activity,ap242,9,https://www.steptools.com/stds/smrl/data/modules/activity/sys/4_info_reqs.htm#activity_arm.activity
活动关系,Activity_relationship,activity_relationship,activity,ap242,2,https://www.steptools.com/stds/smrl/data/modules/activity/sys/4_info_reqs.htm#activity_arm.activity_relationship
活动状态,Activity_status,activity_status,activity,ap242,0,https://www.steptools.com/stds/smrl/data/modules/activity/sys/4_info_reqs.htm#activity_arm.activity_status
应用活动赋值,Applied_activity_assignment,applied_activity_assignment,activity,ap242,6,https://www.steptools.com/stds/smrl/data/modules/activity/sys/4_info_reqs.htm#activity_arm.applied_activity_assignment
活动方法,Activity_method,activity_method,activity_method,ap242,4,https://www.steptools.com/stds/smrl/data/modules/activity_method/sys/4_info_reqs.htm#activity_method_arm.activity_method
活动方法关系,Activity_method_relationship,activity_method_relationship,activity_method_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/activity_method_assignment/sys/4_info_reqs.htm#activity_method_assignment_arm.activity_method_relationship
应用活动方法赋值,Applied_activity_method_assignment,applied_activity_method_assignment,activity_method_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/activity_method_assignment/sys/4_info_reqs.htm#activity_method_assignment_arm.applied_activity_method_assignment
增材制造构建方向元素,Additive_manufacturing_build_direction_element,additive_manufacturing_build_direction_element,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_build_direction_element
增材制造定向元素,Additive_manufacturing_orientation_element,additive_manufacturing_orientation_element,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_orientation_element
增材制造零件定义,Additive_manufacturing_part_definition,additive_manufacturing_part_definition,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_part_definition
增材制造设置,Additive_manufacturing_setup,additive_manufacturing_setup,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_setup
增材制造设置构建板,Additive_manufacturing_setup_build_plate,additive_manufacturing_setup_build_plate,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_setup_build_plate
增材制造支持结构,Additive_manufacturing_support_structure,additive_manufacturing_support_structure,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_support_structure
增材制造支持结构设置,Additive_manufacturing_support_structure_setup,additive_manufacturing_support_structure_setup,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_support_structure_setup
增材制造工件设置,Additive_manufacturing_workpiece_setup,additive_manufacturing_workpiece_setup,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_workpiece_setup
增材制造工作计划,Additive_manufacturing_workplan,additive_manufacturing_workplan,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_workplan
增材制造X方向元素,Additive_manufacturing_x_direction_element,additive_manufacturing_x_direction_element,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.additive_manufacturing_x_direction_element
构建平台定义,Build_platform_definition,build_platform_definition,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.build_platform_definition
构建体积,Build_volume,build_volume,additive_manufacturing_part_and_build_information,ap242,1,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.build_volume
圆形构建体积,Circular_build_volume,circular_build_volume,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.circular_build_volume
矩形构建体积,Rectangular_build_volume,rectangular_build_volume,additive_manufacturing_part_and_build_information,ap242,0,https://www.steptools.com/stds/smrl/data/modules/additive_manufacturing_part_and_build_information/sys/4_info_reqs.htm#additive_manufacturing_part_and_build_information_arm.rectangular_build_volume
高级边界表示形状表示,Advanced_brep_shape_representation,advanced_brep_shape_representation,advanced_boundary_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/advanced_boundary_representation/sys/4_info_reqs.htm#advanced_boundary_representation_arm.advanced_brep_shape_representation
闭合壳,Closed_shell,closed_shell,advanced_boundary_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/advanced_boundary_representation/sys/4_info_reqs.htm#advanced_boundary_representation_arm.closed_shell
流形实体边界表示,Manifold_solid_brep,manifold_solid_brep,advanced_boundary_representation,ap242,2,https://www.steptools.com/stds/smrl/data/modules/advanced_boundary_representation/sys/4_info_reqs.htm#advanced_boundary_representation_arm.manifold_solid_brep
有向闭合壳,Oriented_closed_shell,oriented_closed_shell,advanced_boundary_representation,ap242,1,https://www.steptools.com/stds/smrl/data/modules/advanced_boundary_representation/sys/4_info_reqs.htm#advanced_boundary_representation_arm.oriented_closed_shell
别名标识,Alias_identification,alias_identification,alias_identification,ap242,1,https://www.steptools.com/stds/smrl/data/modules/alias_identification/sys/4_info_reqs.htm#alias_identification_arm.alias_identification
备选解,Alternative_solution,alternative_solution,alternative_solution,ap242,2,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.alternative_solution
备选解关系,Alternative_solution_relationship,alternative_solution_relationship,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.alternative_solution_relationship
最终解,Final_solution,final_solution,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.final_solution
解元素,Solution_element,solution_element,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.solution_element
供应商解,Supplier_solution,supplier_solution,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.supplier_solution
技术解,Technical_solution,technical_solution,alternative_solution,ap242,0,https://www.steptools.com/stds/smrl/data/modules/alternative_solution/sys/4_info_reqs.htm#alternative_solution_arm.technical_solution
外观赋值,Appearance_assignment,appearance_assignment,appearance_assignment,ap242,1,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.appearance_assignment
上下文相关外观赋值,Context_dependent_appearance_assignment,context_dependent_appearance_assignment,appearance_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.context_dependent_appearance_assignment
上下文相关覆盖啮合带样式元素,Context_dependent_over_riding_styled_element,context_dependent_over_riding_styled_element,appearance_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.context_dependent_over_riding_styled_element
覆盖啮合带样式元素,Over_riding_styled_element,over_riding_styled_element,appearance_assignment,ap242,0,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.over_riding_styled_element
平面盒,Planar_box,planar_box,appearance_assignment,ap242,4,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.planar_box
带样式元素,Styled_element,styled_element,appearance_assignment,ap242,4,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.styled_element
带样式模型,Styled_model,styled_model,appearance_assignment,ap242,3,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.styled_model
带样式模型复制,Styled_model_replication,styled_model_replication,appearance_assignment,ap242,3,https://www.steptools.com/stds/smrl/data/modules/appearance_assignment/sys/4_info_reqs.htm#appearance_assignment_arm.styled_model_replication
批准,Approval,approval,approval,ap242,8,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval
批准赋值,Approval_assignment,approval_assignment,approval,ap242,2,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_assignment
批准关系,Approval_relationship,approval_relationship,approval,ap242,3,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_relationship
批准状态,Approval_status,approval_status,approval,ap242,4,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approval_status
批准人员组织,Approving_person_organization,approving_person_organization,approval,ap242,2,https://www.steptools.com/stds/smrl/data/modules/approval/sys/4_info_reqs.htm#approval_arm.approving_person_organization
装配组件关系,Assembly_component_relationship,assembly_component_relationship,assembly_structure,ap242,10,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.assembly_component_relationship
组件上层级标识,Component_upper_level_identification,component_upper_level_identification,assembly_structure,ap242,0,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.component_upper_level_identification
多层级引用代号,Multi_level_reference_designator,multi_level_reference_designator,assembly_structure,ap242,4,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.multi_level_reference_designator
下一个装配用法,Next_assembly_usage,next_assembly_usage,assembly_structure,ap242,2,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.next_assembly_usage
产品实例定义关系,Product_occurrence_definition_relationship,product_occurrence_definition_relationship,assembly_structure,ap242,6,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.product_occurrence_definition_relationship
承诺性用法,Promissory_usage,promissory_usage,assembly_structure,ap242,1,https://www.steptools.com/stds/smrl/data/modules/assembly_structure/sys/4_info_reqs.htm#assembly_structure_arm.promissory_usage
标注实例关联性,Annotation_occurrence_associativity,annotation_occurrence_associativity,associative_draughting_elements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.annotation_occurrence_associativity
制图模型,Draughting_model,draughting_model,associative_draughting_elements,ap242,2,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.draughting_model
制图模型项关联,Draughting_model_item_association,draughting_model_item_association,associative_draughting_elements,ap242,0,https://www.steptools.com/stds/smrl/data/modules/associative_draughting_elements/sys/4_info_reqs.htm#associative_draughting_elements_arm.draughting_model_item_association
标注曲线,Annotation_curve,annotation_curve,associative_text,ap242,1,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.annotation_curve
标注元素,Annotation_element,annotation_element,associative_text,ap242,3,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.annotation_element
标注文本,Annotation_text,annotation_text,associative_text,ap242,3,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.annotation_text
标注文本实例,Annotation_text_occurrence,annotation_text_occurrence,associative_text,ap242,2,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.annotation_text_occurrence
尺寸文本,Dimension_text,dimension_text,associative_text,ap242,5,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.dimension_text
文本字符串表示,Text_string_representation,text_string_representation,associative_text,ap242,1,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.text_string_representation
文本样式,Text_style,text_style,associative_text,ap242,0,https://www.steptools.com/stds/smrl/data/modules/associative_text/sys/4_info_reqs.htm#associative_text_arm.text_style
属性分类,Attribute_classification,attribute_classification,attribute_classification,ap242,0,https://www.steptools.com/stds/smrl/data/modules/attribute_classification/sys/4_info_reqs.htm#attribute_classification_arm.attribute_classification
B样条曲线,B_spline_curve,b_spline_curve,b_spline_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/b_spline_geometry/sys/4_info_reqs.htm#b_spline_geometry_arm.b_spline_curve
B样条曲面,B_spline_surface,b_spline_surface,b_spline_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/b_spline_geometry/sys/4_info_reqs.htm#b_spline_geometry_arm.b_spline_surface
曲线带显式节点,Curve_with_explicit_knots,curve_with_explicit_knots,b_spline_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/b_spline_geometry/sys/4_info_reqs.htm#b_spline_geometry_arm.curve_with_explicit_knots
曲线带隐式节点,Curve_with_implicit_knots,curve_with_implicit_knots,b_spline_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/b_spline_geometry/sys/4_info_reqs.htm#b_spline_geometry_arm.curve_with_implicit_knots
有理B样条曲线,Rational_b_spline_curve,rational_b_spline_curve,b_spline_geometry,ap242,0,https://www.steptools.com/stds/smrl/data/modules/b_spline_geometry/sys/4_info_reqs.htm#b_spline_geometry_arm.rational_b_spline_curve
