序号,框类型,实体名,中文名,EXPRESS schema,说明链接
146,实体定义框,bezier_surface,贝塞尔曲面,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bezier_surface
147,实体定义框,bezier_volume,贝塞尔体积,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bezier_volume
148,实体定义框,binary_boolean_expression,二进制布尔表达式,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
149,实体定义框,binary_function_call,二元函数调用,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
150,实体定义框,binary_generic_expression,二进制通用表达式,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
151,实体定义框,binary_literal,二进制字面量,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
152,实体定义框,binary_numeric_expression,二元数值表达式,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
153,实体定义框,block,块,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.block
154,实体定义框,block_shape_representation,块形状表示,aim-block_shape_representation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-block_shape_representation
155,实体定义框,block_volume,块体积,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.block_volume
156,实体定义框,boolean_defined_function,布尔定义函数,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
157,实体定义框,boolean_expression,布尔表达式,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
158,实体定义框,boolean_literal,布尔字面量,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
159,实体定义框,boolean_representation_item,布尔表示项,basic_data_representation_mim,https://www.steptools.com/stds/smrl/data/modules/basic_data_representation/sys/5_mim.htm#basic_data_representation_mim.boolean_representation_item
160,实体定义框,boolean_result,布尔结果,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.boolean_result
161,实体定义框,boolean_variable,布尔变量,,https://www.steptools.com/stds/smrl/data/resource_docs/logical_model_of_expressions/ISO_13584-20_1998(E)-Character_PDF_document.pdf
162,实体定义框,boring_operation,镗孔操作,aim-boring_operation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-boring_operation
163,实体定义框,boss,凸台,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.boss
164,实体定义框,boss_top,凸台顶部,machining_feature_schema,https://www.steptools.com/stds/smrl/data/resource_docs/mechanical_features/sys/5_schema.htm#machining_feature_schema.boss_top
165,实体定义框,bottom_and_side_milling_operation,底部与侧铣削操作,aim-bottom_and_side_milling_operation,https://stepmfg.github.io/ap238/data/clause5.htm#aim-bottom_and_side_milling_operation
166,实体定义框,bound_variable_semantics,界变量语义,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
167,实体定义框,boundary_curve,边界曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.boundary_curve
168,实体定义框,bounded_curve,有界曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bounded_curve
169,实体定义框,bounded_pcurve,有界参数曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bounded_pcurve
170,实体定义框,bounded_surface,有界曲面,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bounded_surface
171,实体定义框,bounded_surface_curve,有界曲面曲线,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.bounded_surface_curve
172,实体定义框,box_domain,盒域,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.box_domain
173,实体定义框,boxed_half_space,盒式半空间,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.boxed_half_space
174,实体定义框,breakdown_context,分解上下文,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_context
175,实体定义框,breakdown_element_group_assignment,分解元素组赋值,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_element_group_assignment
176,实体定义框,breakdown_element_realization,分解元素实现,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_element_realization
177,实体定义框,breakdown_element_usage,分解元素用法,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_element_usage
178,实体定义框,breakdown_of,分解,product_breakdown_mim,https://www.steptools.com/stds/smrl/data/modules/product_breakdown/sys/5_mim.htm#product_breakdown_mim.breakdown_of
179,实体定义框,brep_with_voids,带空腔的边界表示,geometric_model_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/6_schema.htm#geometric_model_schema.brep_with_voids
180,实体定义框,calendar_date,日历日期,date_time_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/10_schema.htm#date_time_schema.calendar_date
181,实体定义框,camera_image,相机图像,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_image
182,实体定义框,camera_image_3d_with_scale,带比例的相机图像三维,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_image_3d_with_scale
183,实体定义框,camera_model,相机模型,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model
184,实体定义框,camera_model_d3,相机模型D3,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3
185,实体定义框,camera_model_d3_multi_clipping,相机模型D3多裁剪,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_multi_clipping
186,实体定义框,camera_model_d3_multi_clipping_intersection,相机模型D3多裁剪相交,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_multi_clipping_intersection
187,实体定义框,camera_model_d3_multi_clipping_union,相机模型D3多裁剪并集,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_multi_clipping_union
188,实体定义框,camera_model_d3_with_hlhsr,带消隐的相机模型D3,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_d3_with_hlhsr
189,实体定义框,camera_model_with_light_sources,带光源源的相机模型,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_model_with_light_sources
190,实体定义框,camera_usage,相机用法,presentation_organization_schema,https://www.steptools.com/stds/smrl/data/resource_docs/visual_presentation/sys/4_schema.htm#presentation_organization_schema.camera_usage
191,实体定义框,capacitance_measure_with_unit,带单位的电容值,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.capacitance_measure_with_unit
192,实体定义框,capacitance_unit,电容单位,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.capacitance_unit
193,实体定义框,cartesian_complex_number_region,笛卡儿复数区域,,https://www.steptools.com/stds/smrl/data/resource_docs/mathematical_constructs/ISO_10303-50_2002(E)-Character_PDF_document.pdf
194,实体定义框,cartesian_point,笛卡儿点,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.cartesian_point
195,实体定义框,cartesian_transformation_operator,笛卡儿变换运算符,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.cartesian_transformation_operator
196,实体定义框,cartesian_transformation_operator_2d,笛卡儿变换运算符二维,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.cartesian_transformation_operator_2d
197,实体定义框,cartesian_transformation_operator_3d,笛卡儿变换运算符三维,geometry_schema,https://www.steptools.com/stds/smrl/data/resource_docs/geometric_and_topological_representation/sys/4_schema.htm#geometry_schema.cartesian_transformation_operator_3d
198,实体定义框,celsius_temperature_measure_with_unit,带单位的摄氏温度,measure_schema,https://www.steptools.com/stds/smrl/data/resource_docs/fundamentals_of_product_description_and_support/sys/19_schema.htm#measure_schema.celsius_temperature_measure_with_unit
